NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,fuel2,fuel3,fuel4,generation_gwh_2012,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016
Aeroporto Internacional Eduardo Gomes,BRA0042263,1.008,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-3.029343,-60.023868,,Oil,,,,,,,,
Aeroporto Internacional Governador Jorge Teixeira,BRA0041170,0.797,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-8.75801,-63.894535,,Oil,,,,,,,,
Aeroporto Internacional Marechal Rondon- Cuiabá,BRA0041171,0.704,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-15.64601,-56.107201,,Oil,,,,,,,,
Aeroporto Internacional Pinto Martins - Terminal de Passageiros (TPS-1),BRA0040679,1.08,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-3.77371,-38.532135,,Oil,,,,,,,,
Aeroporto Internacional Presidente Castro Pinto,BRA0041172,0.616,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-7.146332,-34.941482,,Oil,,,,,,,,
Aeroporto Internacional Salgado Filho,BRA0041173,2.704,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-30.02901,-51.220535,,Oil,,,,,,,,
Aeroporto Internacional Tancredo Neves,BRA0041174,2.2,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.637121,-43.962479,,Oil,,,,,,,,
Aeroporto Internacional Zumbi dos Palmares,BRA0041175,0.17,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-9.66201,-35.725535,,Oil,,,,,,,,
Aeroporto Internacional de Boa Vista,BRA0040629,0.216,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,2.82399,-60.663535,,Oil,,,,,,,,
Aeroporto Internacional de Brasília,BRA0040630,2.42,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-15.862676,-47.907201,,Oil,,,,,,,,
Aeroporto Internacional de Campo Grande,BRA0040631,0.678,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.462676,-54.657201,,Oil,,,,,,,,
Aeroporto Internacional de Congonhas - São Paulo,BRA0040632,2.273,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.623449,-46.64639,,Oil,,,,,,,,
Aeroporto Internacional de Corumbá,BRA0040633,0.312,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.012676,-57.657201,,Oil,,,,,,,,
Aeroporto Internacional de Cruzeiro do Sul,BRA0040634,0.216,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-7.59601,-72.757201,,Oil,,,,,,,,
Aeroporto Internacional de Florianópolis - SBFL,BRA0041164,0.72,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-27.666289,-48.542758,,Oil,,,,,,,,
Aeroporto Internacional de Foz do Iguaçu - Cataratas,BRA0041165,0.4,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-25.54401,-54.578535,,Oil,,,,,,,,
Aeroporto Internacional de Navegantes - Ministro Victor Konder,BRA0041166,0.608,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-26.89501,-48.644535,,Oil,,,,,,,,
Aeroporto Internacional de Pelotas,BRA0041167,0.128,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-31.76801,-52.333535,,Oil,,,,,,,,
Aeroporto Internacional de Ponta Porã,BRA0041168,0.13,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.379343,-55.690535,,Oil,,,,,,,,
Aeroporto Internacional de Rio Branco,BRA0041169,1.032,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-9.862676,-67.890535,,Oil,,,,,,,,
Aeroporto Internacional de Salvador,BRA0040635,2.023,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-12.904065,-38.315257,,Oil,,,,,,,,
Aeroporto Internacional de São Paulo/Guarulhos-Central Elétrica de Emergência CEE,BRA0040682,9.6,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.42931,-46.457135,,Oil,,,,,,,,
Aeroporto Internacional de São Paulo/Guarulhos-SE Cabeceira 09,BRA0040636,0.48,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.45901,-46.523535,,Oil,,,,,,,,
Aeroporto Internacional de São Paulo/Guarulhos-SE Cabeceira 27,BRA0040637,0.48,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.45901,-46.523535,,Oil,,,,,,,,
Aeroporto Internacional de Tabatinga,BRA0042262,0.128,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-4.246146,-69.927787,,Oil,,,,,,,,
Aeroporto Internacional de Viracopos - Campinas,BRA0040681,3.865,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.00291,-47.124935,,Oil,,,,,,,,
Aeroporto Internacional do Recife,BRA0040567,2.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-8.129668,-34.908535,,Oil,,,,,,,,
Aeroporto Santa Genoveva de Goiânia,BRA0041176,0.448,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-16.629343,-49.207201,,Oil,,,,,,,,
Aeroporto Santos Dumont,BRA0042264,0.324,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-22.90556,-43.157768,,Oil,,,,,,,,
Aeroporto de Bagé,BRA0041601,0.054,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-31.384812,-54.102932,,Oil,,,,,,,,
