name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude
Aurland2,50WP00000000022P,143.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Valsoyfjord,50WP000000007949,4.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Daja,50WP00000000099R,31.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Kozienice 2,19W000000000104I,1120.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
Ortern,50WP00000000843M,12.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ALBAPOWER SPA,26WIMPI-S01FARR4,49.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
VINADIO,26WIMPI-S01VNDI6,60.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Nea,50WP00000000494L,226.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Muoidejohka,50WP00000000476N,4.9,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
PESCINA WIND,26WIMPI-0086935I,16.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
IRNPS,48WSTN0000IRNPS9,1000.0,Other,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
VOGELGRUN,17W100P100P0311S,140.5,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Nordvik,50WP000000005160,5.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
GUADIANA,18WGDNA-12345-00,218.6,Hydro,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
LE PRATA,26WIMPI-S09LPRTA,20.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Lavkajakka,50WP000000004091,8.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
AG_DIMITRIOS3,29WAISAGDIMIIIIJ,283.0,Coal,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
VOGHERA,26WIMPI-S03VEGHN,381.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CASTROCUCCO,26WIMPI-S18CSTR3,83.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
KILLPG,48WSTN000KILLPG5,1000.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
TET,28W-G-0000000797,110.0,Coal,SI,Eles,https://transparency.entsoe.eu/api?,0.0,0.0
PKN Orlen,19W0000000002345,345.0,Oil,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
Lundsater,50WP00000000430A,0.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
GNF MIÑO,18WUFMI-12345-0L,941.1,Hydro,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Kalvedal,50WP00000000340B,17.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
LARYW,48WSTN0000LARYWP,720.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Selbu,50WP000000006124,1.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Jaworzno 3,19W0000000000636,1345.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
PREDARE,26WIMPI-S08PRDRY,11.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Ovre Svultingen,50WP00000000850P,4.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
S.M.GAROÑA,18WGAR1-12345-08,455.2,Nuclear,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
AMBIENTE,26WIMPI-S09AMBNQ,14.0,Biomass,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Kjela,50WP000000003532,61.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Uvdal 2,50WP000000007892,44.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
BOURG les VALENCE,17W100P100P0320R,180.0,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Leivdal,50WP000000004164,26.1,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ALIVERI5,29WAISALIVERI-53,417.0,Gas,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
TRICASTIN 3,17W100P100P0233M,915.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Schluchseewerk AG,11WD4SAEK2HS---S,180.0,Hydro,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Kaven,50WP00000000399F,4.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
EESQUI,18WEESQUI-1234-E,140.4,Wind,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Spartivento,26WIMPI-03585694,13.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
FARINELLO,26WIMPI-S09FRNLN,54.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CASTELNUOVO DI CONZA,26WIMPI-S15CASTI,10.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ALOUMINIO,29WALOUMINIO---B,334.0,Gas,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
Vaskiluoto,44W-T-YT-000012L,383.0,Coal,FI,Fingrid Oyj,https://transparency.entsoe.eu/api?,0.0,0.0
Malta-Oberstufe,14W-DMO-KW-----D,120.0,Hydro,AT,APCS,https://transparency.entsoe.eu/api?,0.0,0.0
Svandalsflona,50WP00000000692H,19.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
S.PIETRO ORZIO,26WIMPI-S03SDPTS,10.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CANAVESE,26WIMPI-S03CNVSF,15.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TEŠ,28W-G-000000080M,1099.0,Coal,SI,Eles,https://transparency.entsoe.eu/api?,0.0,0.0
Jorundland,50WP000000003338,55.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Kraftwerk Farge,11WD2FARK000287K,345.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Trandal,50WP00000000752P,4.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Kraftwerk Zolling,11WD2ZOLL0002880,472.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Gundremmingen,11WD7KRBG1K-KW-V,2572.0,Nuclear,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
LITORAL 1,18WLIT1-12345-0A,557.5,Coal,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Heggmoen,50WP00000000257Z,10.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
GuD Ludwigshafen Mitte,11WD7LUDW2GA800M,412.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
SAN MARTINO IN PENSILIS,26WIMPI-S14SMIP8,12.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Lielahti,44W-T-YT-000005I,142.0,Gas,FI,Fingrid Oyj,https://transparency.entsoe.eu/api?,0.0,0.0
Nedre Rossaga,50WP00000000498D,263.6,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Den Haag,49W0000000000342,112.0,Gas,NL,Tennet NL,https://transparency.entsoe.eu/api?,0.0,0.0
Tafjord5,50WP00000000730Z,93.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Asmulfoss,50WP000000008759,12.1,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CASS,48WSTN00000CASSD,11.0,Hydro,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
CENTRALE TERMOELETTRICA,26WIMPI-S17TCNPA,16.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Svaren,50WP00000000709Q,3.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Gravfos2,50WP00000000220L,30.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
IVPC ANZANO,26WIMPI-A16IAVC3,49.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TAJO G,18WTAJO-12345-0U,2232.3,Hydro,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Sildvik,50WP000000006140,65.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
GROTTOLE 18MW,26WIMPI-S17G1RTP,18.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Gjerdsvik,50WP00000000211M,4.1,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Gasturbiner Halmstad,46WPU00000000024,250.0,Oil,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
MATESE 1S,26WIMPI-S15M1TS3,24.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
GYAR,48WSTN00000GYARR,420.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
CENTRALE IDROELETTRICA DI CANATE,26WIMPI-S07RCNTJ,8.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
MONTELUNGO,26WIMYI-S15MNTNB,32.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TPG_prova2,26WIMPI-0604363G,40.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Deliceto Eolico,26WIMPI-0305855B,18.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Tjodan,50WP00000000741U,113.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ALG3,18WALG3-12345--K,820.5,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
CATTENOM 1,17W100P100P01873,1300.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
VALLESACCARDA 1,26WIMPI-S15MPFWF,22.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TAVAZZANO,26WIMPI-S03TVZZK,1450.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Kraftwerk Riedersbach 2,14WENERGIEAGWR05,150.0,Coal,AT,APCS,https://transparency.entsoe.eu/api?,0.0,0.0
Eidesfoss,50WP00000000125F,3.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
F.K.F,50WP000000001491,230.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Sjofossen,50WP000000006213,3.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
MONTAGUTO,26WIMPI-S16DWMNN,34.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Grasjo,50WP000000002374,15.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
RICIGLIANO,26WIMPI-S15RCGLO,36.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
COVALOU,26WIMPI-S02CVLOR,41.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Vikesa,50WP00000000818L,4.9,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Smeland,50WP00000000645Q,24.9,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Collaudo-LR,26WIMPI-0604524I,108.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
MOBILSERVICE,26WIMPI-S12MCBL8,11.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
SAMPEYRE,26WIMPI-S01SMPYV,36.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TANES B,18WTANB-12345-05,110.0,Hydro,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Marcinelle Energie (Carsid),22WMARCIN000179H,405.0,Gas,BE,Elia,https://transparency.entsoe.eu/api?,0.0,0.0
TERMOVALORIZZATORE DI ACERRA,26WIMPI-S15TDARG,99.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ALA,26WIMPI-S04ALAAF,38.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
T.ENERGY,26WIMPI-S08TEMP6,34.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Skjerka,50WP00000000632Z,104.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
PELOS,26WIMPI-S05PLSEK,32.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Adamów,19W000000000005K,600.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
REMUNERAZIONE_PRIMARIA,26WIMPI-0604444G,60.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Suldal 2,50WP00000000685E,150.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Lomen,50WP00000000428Y,55.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Borssele 12,49W0000000000520,408.0,Coal,NL,Tennet NL,https://transparency.entsoe.eu/api?,0.0,0.0
BALSORANO,26WIMPI-S13BLSRW,15.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
EDUK_______,27W-PU-EDUK----1,1756.0,Nuclear,CZ,CEPS,https://transparency.entsoe.eu/api?,0.0,0.0
SHIN,48WSTN00000SHINJ,24.0,Hydro,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Lofot2,50WP000000004261,4.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
MONFALCONE,26WIMPI-S06MTNFA,315.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
AES OTTANA ENERGIA S.R.L,26WIMPI-S20EONCO,80.0,Oil,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TEB,28W-G-000000122W,297.0,Gas,SI,Eles,https://transparency.entsoe.eu/api?,0.0,0.0
Impianto di Termovalorizzazione dei rifiuti della Prov.di TO,26WIMPI-01477335,56.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Zelzate 2 Knippegroen,22WZELZAT0002618,315.0,Gas,BE,Elia,https://transparency.entsoe.eu/api?,0.0,0.0
Tunnsjodal,50WP00000000763K,182.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
HPP_MOMINA_KLISU,32W001100100072D,120.0,Hydro,BG,ESO AD,https://transparency.entsoe.eu/api?,0.0,0.0
FARFA I,26WIMPI-S12FIRFK,14.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CHAMPAGNE1,26WIMPI-S02CHMP4,11.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Studstrupvaerket,45V0000000000148,730.0,Coal,DK,Energinet,https://transparency.entsoe.eu/api?,0.0,0.0
SAN FILIPPO DEL MELA ,26WIMPI-S19SDMCS,866.0,Oil,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
BARDONECCHIA,26WIMPI-S01BRDN6,23.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ABOÑO 2,18WABO2-12345-0N,535.8,Coal,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Novle,50WP000000005225,45.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Liffey Production,47W000000000233Q,38.0,Hydro,IE,Eirgrid,https://transparency.entsoe.eu/api?,0.0,0.0
PORTO SCUSO,26WIMPI-S20PSRTI,240.0,Oil,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
DIRINON 2,17W100P100P02659,85.0,Oil,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
IVPC MONTEFALCONE,26WIMPI-S15IMVPD,30.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CENTRALE A BIOMASSE BANDO D'ARGENTA,26WIMPI-S08SBMRJ,22.0,Biomass,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
JASMINE,26WIMZI-05933690,17.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Ballangen,50WP00000000029B,7.4,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Wedel,11WD8WED15C----Q,250.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Dividalen,50WP00000000110S,27.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Bastusel,46WPU0000000038K,100.0,Hydro,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
Petralia Sottana,26WIMPI-0221669N,22.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TIHANGE 2,22WTIHANG000241T,1008.0,Nuclear,BE,Elia,https://transparency.entsoe.eu/api?,0.0,0.0
ROSELECTRA,26WIMPI-S09RSLCK,380.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Hol 3,50WP000000002803,64.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CAROSO-BORZONASCA,26WIMPI-S07CRSBI,9.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
PALAZZO 2,26WIMPI-S18P2LZD,46.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
LASA,26WIMPI-S04LMSAD,64.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TE MORAVA,34WETL-MORAV---H,110.0,Coal,RS,EMS,https://transparency.entsoe.eu/api?,0.0,0.0
FOIX,18WFOI1-12345-0Q,505.5,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Thyrow,11WD8THYR5G----F,300.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
GK-West,11WD7GKWE2S--KW8,640.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Ogndal,50WP000000005314,13.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
PLATE TAILLE T,22WPLATEX000208N,144.0,Hydro,BE,Elia,https://transparency.entsoe.eu/api?,0.0,0.0
HPP Portile de Fier I,30W-CHE-PDF1---A,1161.0,Hydro,RO,Transelectrica,https://transparency.entsoe.eu/api?,0.0,0.0
CARBOLI 1,26WIMPI-S09C1RB2,19.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
III SALTO,26WIMPI-S03ISLIF,9.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ABTHGT,48WSTN000ABTHGTK,51.0,Oil,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
PALOS3,18WPALOS3-123-0J,391.0,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Termoelettrico_Test,26WIMPI-06043589,384.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Połaniec 2-Pasywna,19W000000000165Z,205.0,Biomass,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
SHOS,48WSTN00000SHOSS,420.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
CHATILLON,26WIMPI-S02CHTLS,29.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
EME2_______,27W-PU-EME2----1,198.0,Coal,CZ,CEPS,https://transparency.entsoe.eu/api?,0.0,0.0
SANFRONT,26WIMPI-S01SNFRY,14.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Smola,50WP00000000647M,150.4,Wind,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Lichterfelde,11WD8LICH5G----1,288.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Dalvatn Kraftver,50WP00000000107H,35.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Silkeborgvaerket,45V0000000000245,108.2,Gas,DK,Energinet,https://transparency.entsoe.eu/api?,0.0,0.0
MEDUNO,26WIMPI-S06MDNU7,10.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ESC AES 3,18WESCCC3-123-0D,395.2,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Nore 1,50WP00000000517Z,207.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
TALORO1,26WIMPI-T20TLRAJ,240.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
INDQ,48WSTN00000INDQH,140.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
KW Donaustadt,14W-PROD-DO----O,395.0,Gas,AT,APCS,https://transparency.entsoe.eu/api?,0.0,0.0
Bingsfoss,50WP00000000045D,33.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Pergen 2,49W000000000094L,130.0,Gas,NL,Tennet NL,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Heilbronn,11WD4HLBR5CS---J,250.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
PLATANOVRYSI,29WYISPLATANOVRH,116.0,Hydro,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
LAPPAGO,26WIMPI-S04LPPGZ,25.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Lysebotn,50WP00000000437X,247.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
AGUAYO G,18WAGUG-12345-0G,360.4,Hydro,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
IRU Elektrijaam,38W-MT--IRU--Q-T,173.0,Gas,EE,Elering,https://transparency.entsoe.eu/api?,0.0,0.0
BEAUCHASTEL,17W100P100P0321P,198.0,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
GINESTRA,26WIMPI-S15GDSNZ,18.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TRICASTIN 4,17W100P100P0234K,915.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Mofjellet,50WP00000000468M,0.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
PBCN1,18WPBCN1-12345-D,434.8,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
HE DJERDAP I,34WEHP-DJE-1---R,1086.0,Hydro,RS,EMS,https://transparency.entsoe.eu/api?,0.0,0.0
Bardufos,50WP00000000034I,1.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Ahrensfelde,11WD8AHRF5G----D,152.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Spanne,50WP00000000657J,16.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Vamma,50WP000000007957,213.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Hprilpe01,26WIMZI-06045760,40.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
MONTARONE 2,26WIMPI-S14M2NTL,11.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Rottenvik,50WP00000000579D,5.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Svelgfoss,50WPI00000007045,94.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Ranes,50WP00000000555R,5.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
WBUGT,48WSTN0000WBUGT2,40.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
BLENOD 5,17W100P100P0243J,427.0,Gas,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Jädraås Vindkraftpark,46WPU0000000065H,132.0,Wind,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
Emsland,11WD7EMSL-G-KW-T,1820.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Meraker,50WP00000000457R,91.6,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Akland,50WP00000000005P,4.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ASCO 1,18WASC1-12345-0Z,995.8,Nuclear,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
LAGA,48WSTN00000LAGA3,905.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Irsching,11WD2IRSC000179N,1811.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Parco Eolico Monte Carpinaccio,26WIMPI-0372206L,13.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Porsa,50WP00000000548O,15.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
TRAPANI C.LE,26WIMPI-S19TCRPN,212.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Empower Generation Limited,47W000000000244L,3.0,Oil,IE,Eirgrid,https://transparency.entsoe.eu/api?,0.0,0.0
CORDEMAIS 3,17W100P100P0250M,685.0,Oil,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Sagefossen,50WP00000000595F,10.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Vinje,50WP00000000822U,309.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ABTHB,48WSTN0000ABTHBN,1605.0,Coal,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
BRYBW,48WSTN0000BRYBW4,66.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Kanstadbotn,50WP000000003435,5.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
PIETRAFITTA,26WIMPI-S10PTRFC,365.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Kymijärvi,44W-T-YT-000004K,170.0,Coal,FI,Fingrid Oyj,https://transparency.entsoe.eu/api?,0.0,0.0
CACCAMO,26WIMPI-S19CECEJ,14.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
LIGONCHIO OZOLA,26WIMPI-S08LGNCO,11.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Reuter West,11WD8REUW1C----4,564.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Tafjord6,50WP00000000731X,1.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Hegsetfoss,50WP00000000258X,34.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Haverstad,50WP000000003184,54.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
PONT,26WIMYI-S01PANTB,14.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
MANDELA,26WIMPI-S12GFRR3,5.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
LANZADA,26WIMPI-S03LNZDP,188.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
