NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,annual_generation_gwh,year_of_generation_data,country,owner,source,url,latitude,longitude,fuel1,fuel2,fuel3,fuel4
Fuel Switching From Fossil Fuel to Biomass for Thermal Energy in Bhavnagar.,CDMDB0008056,5.8,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.126,71.699,Biomass
Generation of electricity from 3.2 MW capacity wind mills by Gujarat JHM at Bhambarwadi  Maharashtra,CDMDB0001540,3.2,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.1166,74.0,Wind
4.5 MW Maujhi Grid-connected SHP in Himachal Pradesh  India,CDMDB0000098,4.5,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.0,78.0,Hydro
Straw generation project in Wei county Hebei province  P.R. China,CDMDB0001546,25.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Biomass
CECEP QingHai Dachaidan Solar Power Generation Co.  Ltd. Xitieshan 2nd Stage 20MWp PV Power Generation Project,CDMDB0008051,20.7834,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,37.1763,95.3102,Solar
Paekdusan Songun Youth 14 MW Hydropower Project No.2,CDMDB0005889,14.0,None,None,None,North Korea,,Clean Development Mechanism,https://cdm.unfccc.int,41.722,128.838,Hydro
Kumya Hydropower Plant,CDMDB0005888,7.5,None,None,None,North Korea,,Clean Development Mechanism,https://cdm.unfccc.int,39.573,127.119,Hydro
Hamhung Hydropower Plant No.1,CDMDB0005887,10.0,None,None,None,North Korea,,Clean Development Mechanism,https://cdm.unfccc.int,39.657,127.25,Hydro
Zhongdiantou Dalian Tuoshan Wind Farm Project,CDMDB0005886,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,39.85833,121.69333,Wind
Nam Na 2 Hydropower Project,CDMDB0005885,66.0,None,None,None,Vietnam,,Clean Development Mechanism,https://cdm.unfccc.int,22.495,103.2339,Hydro
Grid Connected Solar PV Project by M/s. D. J. Malpani in Rajasthan,CDMDB0009871,13.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.47194,72.29,Solar
Inner Mongolia China Water Group Huade Niujiacun Wind Farm 49.5MW Project,CDMDB0005883,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,41.8375,113.9537,Wind
Huolinhe Dongshan Wind Farm Project,CDMDB0005882,48.3,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,45.4986,119.6994,Wind
Inner Mongolia Erenhot 49.5MW Wind Farm Phase I Project,CDMDB0005881,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Wind
Shandong Longjoin Zhaoyuan Wind Farm Phase I Project,CDMDB0005880,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,37.41944,120.23806,Wind
Guodian Shuozhou Haifeng Liujiayao 49.5MW Wind farm Project,CDMDB0006166,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,39.6445,111.9681,Wind
Biomass Based Cogeneration Units at Uttar Pradesh,CDMDB0000947,7.5,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,29.28,77.4059,Biomass
Inner Mongolia Hulunbeier Eerguna Hulutou 49.5MW Wind Power Project,CDMDB0007428,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,50.246,120.212,Wind
5 MW Renewable Energy Project for a Grid system  India at Beas Nallah in Kullu district of  Himachal Pradesh by M/s Sai Engineering Foundation,CDMDB0000943,5.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.1114,77.7,Hydro
Alto Benedito Novo Small Hydroelectric Project,CDMDB0001146,15.0,None,None,None,Brazil,,Clean Development Mechanism,https://cdm.unfccc.int,-26.767,-49.433,Hydro
4 MW renewable energy project by Sri Kalyani Agro Products & Industries Ltd.,CDMDB0000768,4.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,16.4647,81.3146,Biomass
8.75MW Bundle Wind Power Project in Maharashtra,CDMDB0001145,8.75,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.03,73.71,Wind
Priyata Intercontinental Wind Power Project  India.,CDMDB0001142,3.75,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.58,74.47,Wind
Lower Manair Mini Hydel Scheme at Kakatiya Canal located in Andhra Pradesh  India,CDMDB0000948,2.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,18.26,79.8,Hydro
Amurang Biomass Cogeneration Project,CDMDB0001141,3.0,None,None,None,Indonesia,,Clean Development Mechanism,https://cdm.unfccc.int,0.5934,124.1717,Biomass
CGN Tongyu Xinfa C wind farm project,CDMDB0008044,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,44.6508,122.4,Wind
Daan Laifu Wind Farm Phase III Project,CDMDB0007230,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,45.6281,123.6558,Wind
Shandong Dezhou Grid-connected 10MW Solar Power Generation Project,CDMDB0007231,10.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,37.3529,116.3773,Solar
Hainan Dongfang Gaopai Phase I Wind Power Project,CDMDB0007236,48.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,18.9725,108.6475,Wind
