NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,annual_generation_gwh,year_of_generation_data,country,owner,source,url,latitude,longitude,fuel1,fuel2,fuel3,fuel4
LONQUIMAY,CHL0000046,1.2,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
EAGON,CHL0000045,2.4,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CURACAUTIN,CHL0000044,2.4,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CENIZAS,CHL0000049,13.9,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CARDONES,CHL0000048,152.2748,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CONCON,CHL0000111,2.3,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
COLMITO,CHL0000110,57.71,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
PORVENIR,CHL0000036,8.05,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil,Gas
PUERTO WILLIAMS,CHL0000037,2.38,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
PUNTA ARENAS,CHL0000034,8.78,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil,Gas
PUERTO NATALES,CHL0000035,10.35,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil,Gas
LA JUNTA,CHL0000032,0.29,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
TRES PUENTES,CHL0000033,72.13,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil,Gas
LAGO VERDE,CHL0000030,0.15,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
PUYUHUAPI,CHL0000031,0.29,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
PLACILLA,CHL0000119,3.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
COCHAMO,CHL0000038,2.4,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
HORNOPIREN,CHL0000039,3.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
NUEVA PUERTO IBANEZ,CHL0000128,0.16,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
LOS SAUCES II,CHL0000129,1.5,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
QUINTAY,CHL0000120,3.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
QUINTERO,CHL0000121,255.2,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
SAN ISIDRO II,CHL0000122,406.35,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Gas
TAPIHUE,CHL0000123,6.4,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Gas
TOMAVAL 2,CHL0000124,1.6,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Gas
TOMAVAL 1,CHL0000125,1.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
VENTANAS,CHL0000126,322.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Coal
MATAVERI,CHL0000127,3.2,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
