Plant Code,Plant Name,Owner,NERC Region,Latitude,Longitude,Weighted Year.Month,Primary Fuel,Total Capacity (MW),Net Generation (MWh)
3407,Kingston,Tennessee Valley Authority,SERC,35.8992,-84.5194,1956,Coal,1700,5063433
3408,Melton Hill,Tennessee Valley Authority,SERC,35.8853,-84.3003,1965,Hydro,72,149741
3409,Nickajack,Tennessee Valley Authority,SERC,35.0017,-85.6218,1969,Hydro,103.9,570889
3411,Norris Dam,Tennessee Valley Authority,SERC,36.2242,-84.0914,1937,Hydro,131.4,464488
3412,Ocoee 1,Tennessee Valley Authority,SERC,35.0947,-84.6478,1913,Hydro,19,74755
3413,Ocoee 2,Tennessee Valley Authority,SERC,35.082271,-84.49115,1914,Hydro,23,42283
3414,Ocoee 3,Tennessee Valley Authority,SERC,35.075,-84.4833,1944,Hydro,28.8,152648
3415,Pickwick Landing Dam,Tennessee Valley Authority,SERC,35.0683,-88.2494,1945,Hydro,240,1221813
3416,South Holston,Tennessee Valley Authority,SERC,36.523174,-82.090213,1952,Hydro,38.5,115255
3417,Tims Ford,Tennessee Valley Authority,SERC,35.1967,-86.2783,1973,Hydro,45.7,37506
3418,Watauga,Tennessee Valley Authority,SERC,36.3413,-82.1264,1950,Hydro,57.6,70848
3420,Watts Bar Hydro,Tennessee Valley Authority,SERC,35.619673,-84.785527,1944,Hydro,174.6,841865
3421,Wilbur,Tennessee Valley Authority,SERC,36.341667,-82.126389,1940,Hydro,10.6,10478
3423,Cordell Hull,USCE-Nashville District,SERC,36.289539,-85.94416,1974,Hydro,99.9,408363
3424,Dale Hollow,USCE-Nashville District,SERC,36.5378,-85.4517,1951,Hydro,54,130169
3426,Old Hickory,USCE-Nashville District,SERC,36.2972,-86.6556,1958,Hydro,103.7,489935
3428,J P Priest,USCE-Nashville District,SERC,36.1564,-86.6186,1971,Hydro,28,59908
3437,Eagle Pass,Maverick Cty Water Control & Improvement,TRE,28.829535,-100.552234,1933,Hydro,9.6,33385
3439,Laredo,Topaz Power Group  LLC,TRE,27.5667,-99.5089,2009,Gas,263.6,135687
3441,Nueces Bay,Topaz Power Group  LLC,TRE,27.819412,-97.419203,1993,Gas,730.2,1522070
3443,Victoria,ReNu Power Holdings LLC,TRE,28.7883,-97.01,1988,Gas,376.9,635176
3452,Lake Hubbard,Luminant Generation Company LLC,TRE,32.8358,-96.5458,1973,Gas,927.5,264099
3453,Mountain Creek,Exelon Power,TRE,32.7231,-96.9358,1965,Gas,852.2,206023
3456,Newman,El Paso Electric Co,WECC,31.983587,-106.431777,1985,Gas,913,2761310
3457,Lewis Creek,Entergy Texas Inc.,SERC,30.4356,-95.5214,1972,Gas,542.8,1450291
3459,Sabine,Entergy Texas Inc.,SERC,30.0242,-93.878,1972,Gas,2051.2,4662233
3460,Cedar Bayou,NRG Texas Power LLC,TRE,29.75,-94.9256,1972,Gas,1530,1313920
3464,Greens Bayou,NRG Texas Power LLC,TRE,29.822201,-95.219429,1976,Gas,878.4,80024
3468,Sam Bertron,NRG Texas Power LLC,TRE,29.726775,-95.059827,1959,Gas,842.5,-6136
3469,T H Wharton,NRG Texas Power LLC,TRE,29.9417,-95.5306,1975,Gas,1189.9,282736
3470,W A Parish,NRG Texas Power LLC,TRE,29.4828,-95.6311,1975,Coal,4008.4,16130285
3476,Knox Lee,Southwestern Electric Power Co,SPP,32.3766,-94.6415,1969,Gas,501,178850
3477,Lone Star,Southwestern Electric Power Co,SPP,32.9215,-94.7226,1955,Gas,40,1572
3478,Wilkes,Southwestern Electric Power Co,SPP,32.848163,-94.547986,1970,Gas,882,774010
3482,Jones,Southwestern Public Service Co,SPP,33.5239,-101.7392,1990,Gas,860.4,1423165
3484,Nichols,Southwestern Public Service Co,SPP,35.283357,-101.746423,1965,Gas,474.7,476760
3485,Plant X,Southwestern Public Service Co,SPP,34.1661,-102.4114,1959,Gas,434.4,1160700
3490,Graham,Luminant Generation Company LLC,TRE,33.1344,-98.6117,1967,Gas,634.7,197743
3491,Handley,Exelon Power,TRE,32.7283,-97.2192,1974,Gas,1314.8,274967
3492,Morgan Creek,Luminant Generation Company LLC,TRE,32.3358,-100.9156,1989,Gas,536.4,17864
3494,Permian Basin,Luminant Generation Company LLC,TRE,31.5839,-102.9633,1979,Gas,1097.4,92962
3497,Big Brown,Big Brown Power Company LLC,TRE,31.8206,-96.0544,1973,Coal,1186.8,7258479
3504,Stryker Creek,Luminant Generation Company LLC,TRE,31.93985,-94.989834,1965,Gas,713.4,176266
3507,Trinidad (TX),Luminant Generation Company LLC,TRE,32.124519,-96.101277,1966,Gas,243.3,36684
3508,Valley (TX),Valley NG Power Company LLC,TRE,33.628143,-96.367605,1969,Gas,1175.4,0
3548,Decker Creek,Austin Energy,TRE,30.3033,-97.6128,1979,Gas,932,367867
3559,Silas Ray,Brownsville Public Utilities Board,TRE,25.9131,-97.5214,1989,Gas,170.4,96235
3561,Bryan (TX),City of Bryan - (TX),TRE,30.64741,-96.372316,1976,Gas,22,121
3576,Ray Olinger,City of Garland - (TX),TRE,33.068055,-96.452481,1979,Gas,427.7,32148
3581,Abbott TP 3,Guadalupe Blanco River Authority,TRE,29.593951,-98.040734,1928,Hydro,2.8,2767
3582,Dunlap TP 1,Guadalupe Blanco River Authority,TRE,29.640187,-98.045934,1928,Hydro,3.6,3145
3583,H 4,Guadalupe Blanco River Authority,TRE,29.495193,-97.624948,1932,Hydro,2.4,2064
3584,H 5,Guadalupe Blanco River Authority,TRE,29.4681,-97.4919,1932,Hydro,2.4,2290
3585,Nolte,Guadalupe Blanco River Authority,TRE,29.537565,-97.932106,1928,Hydro,2.4,2047
3586,TP 4,Guadalupe Blanco River Authority,TRE,29.548136,-97.999587,1933,Hydro,2.4,2495
3594,Austin,Lower Colorado River Authority,TRE,30.293424,-97.784408,1941,Hydro,18,3155
3595,Buchanan Dam (TX),Lower Colorado River Authority,TRE,30.7507,-98.4176,1943,Hydro,54.9,7249
3597,Granite Shoals,Lower Colorado River Authority,TRE,30.556,-98.3384,1952,Hydro,60,9650
3598,Inks,Lower Colorado River Authority,TRE,30.731599,-98.385422,1939,Hydro,15,4682
3599,Marble Falls,Lower Colorado River Authority,TRE,30.555288,-98.257593,1952,Hydro,44,6091
3600,Marshall Ford,Lower Colorado River Authority,TRE,30.3899,-97.9073,1942,Hydro,108,19483
3601,Sim Gideon,Lower Colorado River Authority,TRE,30.1456,-97.2708,1970,Gas,639,143130
3602,Ty Cooke,City of Lubbock - (TX),SPP,33.5211,-101.7906,1973,Gas,138.1,62354
3604,J Robert Massengale,City of Lubbock - (TX),SPP,33.6039,-101.8408,1974,Gas,107,162406
3609,Leon Creek,City of San Antonio - (TX),TRE,29.3525,-98.5761,2005,Gas,229.6,62168
3611,O W Sommers,City of San Antonio - (TX),TRE,29.308056,-98.3242,1974,Gas,892,470944
3612,V H Braunig,City of San Antonio - (TX),TRE,29.2567,-98.3825,1978,Gas,1138,278182
3624,Weatherford,Weatherford Mun Utility System,TRE,32.7553,-97.7939,1950,Oil,5.7,0
3628,R W Miller,Brazos Electric Power Coop Inc,TRE,32.6581,-98.3103,1982,Gas,603.6,166020
3630,Pearsall,"South Texas Electric Coop, Inc",TRE,28.9275,-99.0919,1999,Gas,267.6,373094
3631,Sam Rayburn,"South Texas Electric Coop, Inc",TRE,28.8947,-97.135,2000,Gas,215.2,290924
3643,Upper Beaver,Beaver City Corporation,WECC,38.2683,-112.4806,1908,Hydro,2.5,10097
3644,Carbon,PacifiCorp,WECC,39.7272,-110.8644,1957,Coal,208.6,1283645
3646,Cutler Hydro,PacifiCorp,WECC,41.834702,-112.052114,1928,Hydro,30,40610
3648,Gadsby,PacifiCorp,WECC,40.7686,-111.9289,1975,Gas,492.1,325677
3651,Granite,PacifiCorp,WECC,40.619173,-111.78208,1897,Hydro,2,6050
3655,Olmstead,PacifiCorp,WECC,40.315796,-111.654691,1917,Hydro,10.3,7064
3656,Pioneer,PacifiCorp,WECC,41.243643,-111.946478,1911,Hydro,5,9008
3658,Snake Creek,Heber Light & Power Company,WECC,40.544942,-111.502911,1911,Hydro,1.2,0
3659,Stairs,PacifiCorp,WECC,40.6236,-111.7533,1913,Hydro,1,4648
3661,Weber,PacifiCorp,WECC,41.137621,-111.884948,1912,Hydro,3.8,5031
3665,Bountiful City,City of Bountiful,WECC,40.886867,-111.885332,2011,Gas,30.4,21171
3666,Brigham City,Brigham City Corporation,WECC,41.501619,-111.99345,1936,Hydro,1.8,4442
3675,Hydro III,City of Logan - (UT),WECC,41.746364,-111.746023,1926,Hydro,1.4,4736
3676,Manti Upper,City of Manti - (UT),WECC,39.255911,-111.621491,1970,Hydro,1.6,2535
3686,Provo,Provo City Corp,WECC,40.242907,-111.663094,1967,Gas,17.5,731
3688,Bartholomew,City of Springville - (UT),WECC,40.167136,-111.499461,1989,Hydro,1,1789
3691,Spanish Fork,Strawberry Water Users Assn,WECC,40.080042,-111.604846,1982,Hydro,3.6,7848
3697,Gateway,Weber Basin Water Conserv Dist,WECC,41.136547,-111.831441,1959,Hydro,4,7608
3698,Wanship,Weber Basin Water Conserv Dist,WECC,40.7904,-111.4043,1959,Hydro,1.9,5212
3699,Boulder,"Garkane Energy Coop, Inc",WECC,37.9858,-111.4383,1960,Hydro,4.2,20343
3704,Uintah,Moon Lake Electric Assn Inc,WECC,40.538056,-110.066111,1931,Hydro,1.2,6591
3708,Ascutney,Green Mountain Power Corp,NPCC,43.4011,-72.4203,1962,Oil,13.2,525
3709,Smith (VT),Green Mountain Power Corp,NPCC,43.9921,-72.1282,1983,Hydro,1.5,3995
3710,Cavendish,Green Mountain Power Corp,NPCC,43.381225,-72.598242,1908,Hydro,1.7,5304
3711,Clark Falls,Green Mountain Power Corp,NPCC,44.6356,-73.12,1938,Hydro,3,16153
3712,Fairfax Falls,Green Mountain Power Corp,NPCC,44.6534,-72.9961,1920,Hydro,3.5,22623
3714,Glen,Green Mountain Power Corp,NPCC,43.6368,-72.9758,1921,Hydro,2,6628
3716,Lower Middlebury,Green Mountain Power Corp,NPCC,44.0249,-73.1768,1918,Hydro,2.4,6711
3717,Milton,Green Mountain Power Corp,NPCC,44.641433,-73.113364,1930,Hydro,7.4,37382
3720,Peterson,Green Mountain Power Corp,NPCC,44.6381,-73.1625,1949,Hydro,6.3,25636
3722,Pittsford,Green Mountain Power Corp,NPCC,43.694,-72.955,1915,Hydro,3.6,8439
3723,Rutland,Green Mountain Power Corp,NPCC,43.603,-72.9923,1963,Oil,13.2,423
3724,Salisbury,Green Mountain Power Corp,NPCC,43.8954,-73.1007,1918,Hydro,1.3,2630
3725,Silver Lake (VT),Green Mountain Power Corp,NPCC,43.898584,-73.053125,1918,Hydro,2.2,4771
3728,Weybridge,Green Mountain Power Corp,NPCC,44.0661,-73.2158,1952,Hydro,3,13083
3731,Newport,Great Bay Hydro Corp,NPCC,44.937579,-72.179968,1942,Hydro,4,15586
3734,Berlin 5,Green Mountain Power Corp,NPCC,44.251,-72.6027,1973,Oil,41.8,1832
3735,Colchester 16,Green Mountain Power Corp,NPCC,44.4906,-73.1703,1966,Oil,18,78
3737,Essex Junction 19,Green Mountain Power Corp,NPCC,44.4821,-73.1164,1968,Oil,16,36867
3739,Marshfield 6,Green Mountain Power Corp,NPCC,44.3606,-72.3356,1928,Hydro,5,5427
3740,Middlesex 2,Green Mountain Power Corp,NPCC,44.292391,-72.6824,1929,Hydro,3.2,9432
3743,West Danville 15,Green Mountain Power Corp,NPCC,44.4056,-72.1881,1918,Hydro,1,1142
3745,Bellows Falls,"TransCanada Hydro Northeast Inc.,",NPCC,43.1375,-72.4464,1929,Hydro,40.8,236573
3746,Harriman,"TransCanada Hydro Northeast Inc.,",NPCC,42.7936,-72.9144,1925,Hydro,33.6,99382
3750,Canaan,Public Service Co of NH,NPCC,44.999274,-71.530164,1928,Hydro,1.1,7081
3753,West Charleston,"Barton Village, Inc",NPCC,44.887379,-72.055357,1952,Oil,4.2,3412
3754,Burlington GT,City of Burlington Electric - (VT),NPCC,44.4814,-73.2239,1972,Oil,25.5,197
3762,Great Falls (VT),Village of Lyndonville - (VT),NPCC,44.500222,-71.998921,1960,Hydro,1.9,1890
3764,Morrisville,Village of Morrisville - (VT),NPCC,44.561831,-72.602369,1925,Hydro,1.8,2981
3765,Cadys Falls,Village of Morrisville - (VT),NPCC,44.577553,-72.611861,1932,Hydro,1.6,3155
3772,Buck Hydro,Appalachian Power Co,RFC,36.808229,-80.938714,1913,Hydro,8.4,3647
3773,Byllesby 2,Appalachian Power Co,RFC,36.7858,-80.9333,1913,Hydro,21.6,10757
3774,Claytor,Appalachian Power Co,RFC,37.075,-80.5847,1940,Hydro,74.8,8074
3775,Clinch River,Appalachian Power Co,RFC,36.9333,-82.1997,1960,Coal,712.5,729194
3776,Glen Lyn,Appalachian Power Co,RFC,37.3706,-80.8633,1954,Coal,337.5,92081
3777,Leesville,Appalachian Power Co,RFC,37.0933,-79.4025,1965,Hydro,40,58672
3778,Niagara,Appalachian Power Co,RFC,37.2544,-79.8756,1955,Hydro,3.6,8006
3779,Reusens,Appalachian Power Co,RFC,37.4639,-79.1856,1904,Hydro,12.5,0
3780,Smith Mountain,Appalachian Power Co,RFC,37.0413,-79.5356,1970,Hydro,547.5,-13671
3782,Bayview,Calpine Mid-Atlantic Generation LLC,RFC,37.2717,-75.9682,1964,Oil,12,2677
3785,Tasley,Calpine Mid-Atlantic Generation LLC,RFC,37.7061,-75.7031,1973,Oil,27,2709
3789,FirstEnergy Luray,Allegheny Energy Supply Co LLC,RFC,38.676667,-78.498888,1928,Hydro,1.6,1183
3790,FirstEnergy Newport,Allegheny Energy Supply Co LLC,RFC,38.571389,-78.593611,1924,Hydro,1.4,1036
3796,Bremo Bluff,Virginia Electric & Power Co,SERC,37.7089,-78.2878,1957,Gas,254.2,364165
3797,Chesterfield,Virginia Electric & Power Co,SERC,37.3822,-77.3833,1973,Coal,1799.5,9136083
3798,Cushaw,Virginia Electric & Power Co,SERC,37.592887,-79.380823,1931,Hydro,7.5,12391
3799,Low Moor,Virginia Electric & Power Co,SERC,37.777,-79.892,1972,Oil,82.8,1903
3800,Northern Neck,Virginia Electric & Power Co,SERC,37.95,-76.711,1972,Oil,82.8,1308
3803,Chesapeake,Virginia Electric & Power Co,SERC,36.7711,-76.3019,1960,Coal,716.9,1405747
3804,Possum Point,Virginia Electric & Power Co,SERC,38.5367,-77.2806,1982,Oil,1943.9,3651696
3806,Surry,Virginia Electric & Power Co,SERC,37.1661,-76.6986,1974,Nuclear,1695,14332325
3809,Yorktown,Virginia Electric & Power Co,SERC,37.2144,-76.4611,1971,Oil,1257,1067510
3821,Snowden,Town of Bedford - (VA),RFC,37.5736,-79.3715,1988,Hydro,5,19492
3823,West Spring Street,Town of Culpeper- (VA),SERC,38.27,-78.035,1998,Oil,1.5,19
3825,Pinnacles,City of Danville - (VA),RFC,36.666866,-80.447897,1939,Hydro,11.1,13962
3826,Martinsville,City of Martinsville - (VA),RFC,36.664145,-79.883588,1933,Hydro,1.3,2004
3827,Radford,City of Radford - (VA),RFC,37.078366,-80.572726,1935,Hydro,1,3089
3833,John H Kerr,USCE-Wilmington District,SERC,36.59943,-78.3005,1954,Hydro,296.8,422083
3834,Philpott Lake,USCE-Wilmington District,RFC,36.7803,-80.0281,1954,Hydro,14,24571
3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,WECC,46.755938,-122.859764,1974,Coal,1459.8,6683651
3847,Merwin,PacifiCorp,WECC,45.9567,-122.554444,1947,Hydro,136,579582
3850,Swift 1,PacifiCorp,WECC,46.060833,-122.201667,1959,Hydro,240,812195
3852,Yale,PacifiCorp,WECC,45.96277,-122.335467,1954,Hydro,134,671693
3853,Crystal Mountain,Puget Sound Energy Inc,WECC,46.953468,-121.475198,1970,Oil,2.7,358
3854,Electron,Puget Sound Energy Inc,WECC,46.990967,-122.174921,1913,Hydro,22.8,42364
3855,Lower Baker,Puget Sound Energy Inc,WECC,48.5478,-121.7407,1975,Hydro,111.2,429608
3860,Snoqualmie,Puget Sound Energy Inc,WECC,47.54011,-121.83702,1959,Hydro,13.1,28503
3861,Upper Baker,Puget Sound Energy Inc,WECC,48.649,-121.6907,1960,Hydro,104.8,340085
3866,Little Falls (WA),Avista Corp,WECC,47.821667,-117.916667,1912,Hydro,32,195005
3867,Long Lake,Avista Corp,WECC,47.834444,-117.836111,1919,Hydro,70,476442
3868,Meyers Falls,Hydro Technology Systems Inc,WECC,48.5953,-118.0603,1916,Hydro,1.2,9242
3869,Nine Mile,Avista Corp,WECC,47.769722,-117.537222,1995,Hydro,20,55630
3878,Yelm,City of Centralia - (WA),WECC,46.974912,-122.635795,1950,Hydro,12,55004
3883,Rocky Reach,PUD No 1 of Chelan County,WECC,47.533611,-120.295278,1967,Hydro,1299.6,6293829
3886,Wells,PUD No 1 of Douglas County,WECC,47.9469,-119.8653,1969,Hydro,774,4433355
3887,Priest Rapids,PUD No 2 of Grant County,WECC,46.6451,-119.908,1961,Hydro,955.6,4745368
3888,Wanapum,PUD No 2 of Grant County,WECC,46.8731,-119.9703,1994,Hydro,1025.2,3650692
3891,Box Canyon,PUD No 1 of Pend Oreille County,WECC,48.780856,-117.418337,1956,Hydro,82.5,434992
3895,The Dalles,USACE Northwestern Division,WECC,45.614,-121.1346,1965,Hydro,1819.7,6946311
3913,Alder,City of Tacoma  - (WA),WECC,46.8016,-122.3102,1947,Hydro,50,247536
3914,Cushman 1,City of Tacoma  - (WA),WECC,47.4181,-123.2252,1927,Hydro,43.2,131747
3915,Cushman 2,City of Tacoma  - (WA),WECC,47.3698,-123.1603,1942,Hydro,84.6,225192
3916,LaGrande,City of Tacoma  - (WA),WECC,46.8328,-122.3196,1934,Hydro,64,385789
3917,Mayfield,City of Tacoma  - (WA),WECC,46.5035,-122.5885,1969,Hydro,162,821794
3918,Mossyrock,City of Tacoma  - (WA),WECC,46.5347,-122.4247,1969,Hydro,300,1286970
3921,Chief Joseph,USACE Northwestern Division,WECC,47.9951,-119.6404,1967,Hydro,2456.2,11643559
3925,Ice Harbor,USACE Northwestern Division,WECC,46.249801,-118.879838,1970,Hydro,603,1725926
3926,Little Goose,USACE Northwestern Division,WECC,46.5838,-118.0273,1975,Hydro,810,2224624
3927,Lower Monumental,USACE Northwestern Division,WECC,46.5635,-118.5397,1975,Hydro,810,2290236
3929,Packwood,Energy Northwest,WECC,46.595833,-121.569444,1965,Hydro,27.5,128333
3935,John E Amos,Appalachian Power Co,RFC,38.4731,-81.8233,1973,Coal,2932.6,13544834
3936,Kanawha River,Appalachian Power Co,RFC,38.2056,-81.4211,1954,Coal,439.2,1548883
3938,Philip Sporn,Appalachian Power Co,RFC,38.9669,-81.9231,1952,Coal,610,1425558
3943,FirstEnergy Fort Martin Power Station,Monongahela Power Co,RFC,39.710833,-79.9275,1969,Coal,1152,6168169
3944,FirstEnergy Harrison Power Station,Allegheny Energy Supply Co LLC,RFC,39.384167,-80.3325,1974,Coal,2052,12845557
3947,Kammer,AEP Generation Resources Inc,RFC,39.8461,-80.8186,1959,Coal,712.5,1023815
3948,Mitchell (WV),Kentucky Power Co,RFC,39.8297,-80.8153,1972,Coal,1632.6,8506340
3954,Mt Storm,Virginia Electric & Power Co,RFC,39.2008,-79.2636,1969,Coal,1680.9,9850340
3971,Biron,Consolidated Water Power Co,MRO,44.4306,-89.7808,1911,Hydro,5.6,27386
3972,Du Bay,Consolidated Water Power Co,MRO,44.6647,-89.6511,1943,Hydro,7.2,42101
3973,Stevens Point,Consolidated Water Power Co,MRO,44.5153,-89.585,1919,Hydro,4.8,29565
3974,Wisconsin Rapids,Consolidated Water Power Co,MRO,44.3939,-89.825,1912,Hydro,8.8,53798
3975,Whiting,Consolidated Water Power Co,MRO,44.4889,-89.5756,1909,Hydro,5.1,27195
3976,Gordon,Dahlberg Light & Power Co,MRO,46.2372,-91.7978,1992,Oil,7,6
3982,Bay Front,Northern States Power Co - Minnesota,MRO,46.587222,-90.9017,1954,Gas,67.2,181064
3983,Big Falls,Northern States Power Co - Minnesota,MRO,45.491667,-91.0469,1946,Hydro,7.7,47502
3984,Northern States Flambeau,Northern States Power Co - Minnesota,MRO,45.9356,-90.4468,1970,Gas,16.3,785
3986,Ladysmith Dam,Northern States Power Co - Minnesota,MRO,45.464444,-91.083611,1961,Hydro,3.4,14007
3988,Thornapple,Northern States Power Co - Minnesota,MRO,45.411139,-91.218283,1929,Hydro,1.4,9768
3989,White River (WI),Northern States Power Co - Minnesota,MRO,46.498333,-90.903889,1908,Hydro,1,4873
3991,Fitchburg,Madison Gas & Electric Co,MRO,43.0147,-89.4603,1974,Gas,57.6,1763
3992,Blount Street,Madison Gas & Electric Co,MRO,43.0789,-89.3744,1960,Gas,100,1158
3993,Sycamore (WI),Madison Gas & Electric Co,MRO,43.1133,-89.3128,1970,Gas,41.6,537
3995,Arpin Dam,Renewable World Energies LLC,MRO,45.7517,-91.2028,1972,Hydro,1.4,8129
3998,Cedar Falls (WI),Northern States Power Co - Minnesota,MRO,44.9367,-91.8883,1913,Hydro,6,44252
4000,Chippewa Falls,Northern States Power Co - Minnesota,MRO,44.9308,-91.3889,1929,Hydro,21.6,89091
4002,Dells,Northern States Power Co - Minnesota,MRO,44.828056,-91.511111,1924,Hydro,12.3,62189
4005,French Island,Northern States Power Co - Minnesota,MRO,43.8292,-91.2597,1970,Oil,188,55152
4007,Holcombe,Northern States Power Co - Minnesota,MRO,45.223611,-91.127222,1951,Hydro,33.9,121951
4008,Jim Falls,Northern States Power Co - Minnesota,MRO,45.051,-91.274,1989,Hydro,59.8,154551
4009,Menomonie,Northern States Power Co - Minnesota,MRO,44.884167,-91.929444,1959,Hydro,5.4,29477
4011,St Croix Falls,Northern States Power Co - Minnesota,MRO,45.41167,-92.6469,1917,Hydro,23.2,130083
4012,Trego,Northern States Power Co - Minnesota,MRO,45.94794,-91.888374,1928,Hydro,1.2,8843
4014,Wheaton,Northern States Power Co - Minnesota,MRO,44.885416,-91.515833,1974,Oil,300.2,11857
4015,Wissota,Northern States Power Co - Minnesota,MRO,44.9378,-91.3406,1918,Hydro,39.4,177343
4018,Clam River Dam,Renewable World Energies LLC,MRO,45.9467,-92.5383,1951,Hydro,1.2,5969
4019,Danbury Dam,Renewable World Energies LLC,MRO,46,-92.3725,1941,Hydro,1,4087
4020,Frederic Diesel,Northwestern Wisconsin Elec Co,MRO,45.6583,-92.4606,1985,Oil,13.7,-108
4021,Grantsburg Diesel,Northwestern Wisconsin Elec Co,MRO,45.77,-92.67,1985,Oil,6.4,-264
4040,Port Washington Generating Station,Wisconsin Electric Power Co,RFC,43.3842,-87.8689,2008,Gas,1208.8,2943386
4041,South Oak Creek,Wisconsin Electric Power Co,RFC,42.8457,-87.8294,1964,Coal,1240,4327162
4042,Valley (WI),Wisconsin Electric Power Co,RFC,43.0303,-87.9233,1969,Coal,274.7,543219
4043,Appleton,Wisconsin Electric Power Co,RFC,44.25393,-88.40956,1952,Hydro,2.2,13697
4044,Oconto Falls Upper,N E W Hydro LLC,MRO,44.8764,-88.1475,1922,Hydro,1.1,7742
4045,Pine,Wisconsin Electric Power Co,RFC,45.8275,-88.2483,1923,Hydro,3.6,15299
4046,Point Beach Nuclear Plant,NextEra Energy Point Beach LLC,RFC,44.2806,-87.5369,1972,Nuclear,1311,9447148
4050,Edgewater,Wisconsin Power & Light Co,MRO,43.715142,-87.705863,1977,Coal,833.7,3832680
4053,Kilbourn,Wisconsin Power & Light Co,MRO,43.625845,-89.780764,1936,Hydro,9.7,53044
4054,Nelson Dewey Generating Station,Wisconsin Power & Light Co,MRO,42.7225,-91.0085,1962,Coal,227.2,1105998
4056,Prairie Du Sac,Wisconsin Power & Light Co,MRO,43.309932,-89.727778,1929,Hydro,31.4,147255
4057,Rock River,Wisconsin Power & Light Co,MRO,42.581968,-89.0276,1972,Gas,168.9,9997
4059,Sheepskin,Wisconsin Power & Light Co,MRO,42.8347,-89.110833,1972,Gas,41.7,103
4060,Alexander,Wisconsin Public Service Corp,MRO,45.1875,-89.7553,1926,Hydro,4.2,26378
4061,Caldron Falls,Wisconsin Public Service Corp,MRO,45.3569,-88.2306,1925,Hydro,6.4,17125
4063,Grandfather Falls,Wisconsin Public Service Corp,MRO,45.3019,-89.7917,1940,Hydro,17.2,115197
4064,Hat Rapids,Wisconsin Public Service Corp,MRO,45.5711,-89.4806,1956,Hydro,1.7,9647
4065,High Falls (WI),Wisconsin Public Service Corp,MRO,45.2794,-88.1997,1911,Hydro,7,19889
4067,Johnson Falls,Wisconsin Public Service Corp,MRO,45.2875,-88.1603,1924,Hydro,3.4,12186
4068,Merrill,Wisconsin Public Service Corp,MRO,45.1786,-89.685,1962,Hydro,2.3,8956
4071,Potato Rapids,Wisconsin Public Service Corp,MRO,45.1136,-87.7586,1924,Hydro,1.3,4852
4072,Pulliam,Wisconsin Public Service Corp,MRO,44.54,-88.0086,1969,Coal,441.2,986501
4074,Sandstone Rapids,Wisconsin Public Service Corp,MRO,45.2333,-88.0678,1926,Hydro,3.8,13127
4075,Tomahawk,Wisconsin Public Service Corp,MRO,45.4411,-89.7306,1939,Hydro,2.6,14255
4076,West Marinette,Wisconsin Public Service Corp,MRO,45.0869,-87.6881,1985,Gas,187.1,36603
4077,Wausau,Wisconsin Public Service Corp,MRO,44.9575,-89.6367,1923,Hydro,5.4,31598
4078,Weston,Wisconsin Public Service Corp,MRO,44.8606,-89.6553,1993,Coal,1163.4,5013475
4079,Castle Rock,Wisconsin River Power Company,MRO,43.8656,-89.9514,1951,Hydro,15,111912
4080,Petenwell,Wisconsin River Power Company,MRO,44.0572,-90.0217,1950,Hydro,20,110757
4100,Arcadia Electric,City of Arcadia - (WI),MRO,44.2524,-91.5034,1987,Gas,16.9,151
4102,Barron,City of Barron - (WI),MRO,45.40193,-91.840382,1977,Oil,8.6,243
4107,Cashton,Village of Cashton - (WI),MRO,43.7561,-90.7806,1985,Oil,3.5,0
4112,Cumberland (WI),City of Cumberland - (WI),MRO,45.5236,-92.0256,1985,Oil,21.9,103
4113,Elroy,City of Elroy - (WI),MRO,43.7486,-90.2764,1996,Oil,6.6,20
4114,Fennimore,City of Fennimore - (WI),MRO,42.9828,-90.6558,1989,Oil,7.4,26
4118,Kaukauna Gas Turbine,City of Kaukauna,MRO,44.276199,-88.265445,1970,Gas,18,997
4119,Little Chute,City of Kaukauna,MRO,44.279897,-88.25558,1949,Hydro,3.3,24588
4120,New Badger,City of Kaukauna,MRO,44.2772,-88.2678,2015,Hydro,8.2,41774
4122,Rapide Croche,City of Kaukauna,MRO,44.3164,-88.3147,1927,Hydro,2.4,17760
4124,La Farge,La Farge Municipal Electric Co,MRO,43.5903,-90.6394,1991,Oil,1.5,2
4125,Manitowoc,Manitowoc Public Utilities,MRO,44.082,-87.6558,1986,Oil,122.9,160357
4130,New Lisbon,City of New Lisbon,MRO,43.8928,-90.1394,1992,Oil,8.3,18
4139,Viola,Village of Viola - (WI),MRO,43.5047,-90.6683,2003,Oil,1.8,4
4142,Flambeau Hydroelectric Station,Dairyland Power Coop,MRO,45.491826,-91.047211,1952,Hydro,22,86005
4143,Genoa,Dairyland Power Coop,MRO,43.5589,-91.2325,1970,Coal,345.6,1605456
4146,E J Stoneman Station,DTE Stoneman LLC,MRO,42.70826,-90.98474,1953,Waste,53,263891
4147,Stiles,Oconto Electric Cooperative,MRO,44.8747,-88.1586,1950,Hydro,1,4999
4148,Washington Island,"Washington Island El Coop, Inc",RFC,45.3761,-86.8969,1987,Oil,5,45
4158,Dave Johnston,PacifiCorp,WECC,42.8378,-105.7769,1967,Coal,922.2,5183444
4162,Naughton,PacifiCorp,WECC,41.7581,-110.5983,1969,Coal,832,4958589
