PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1020124,Otake,Geothermal,12.5,Kusu-gun,Binary,1967,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020123,Onuma Plant,Geothermal,9.5,Hakodate,Single Flash,1973,,HOKKAIDO ELECTRIC POWER CO INC,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020118,Kokonoe,Geothermal,6,Kokonoe-cho - Kusu Dist,,2015,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020115,Hachijojima,Geothermal,3.3,Hachijo-cho,,1999,,TOKYO ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020073,Kashima Kita,HFO,650,Kamisu-gun,Sub-Critical Thermal,1981,,KASHIMA-KITA ELEC POWER CORP,,,Mistubishi Heavy Industries,http://www.m-kagaku.co.jp/kashima/,,,,,,,Operating,Japan,,35.90296,140.687776,GAS,,,,,,,,,
1000710,Okutataragi,Hydro,"1,932",,Pumped Storage,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000704,Okumino,Hydro,"1,500",,Pumped Storage,,,Chubu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000694,Shin Takasegawa,Hydro,"1,280",,Pumped Storage,,,Tokyo,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000711,Okawachi,Hydro,"1,280",,Pumped Storage,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000712,Okuyoshino,Hydro,"1,206",,Pumped Storage,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000695,Tamahara,Hydro,"1,200",,Pumped Storage,,,Tokyo,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000715,Matanogawa,Hydro,"1,200",,Pumped Storage,,,Chugoku,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000723,Shin Toyone,Hydro,"1,125",,Pumped Storage,,,EPDC,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000696,Imaichi,Hydro,"1,050",,Pumped Storage,,,Tokyo,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
