PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_tCO2/MWh
1024161,Manneville-ès-Plains,Wind,13.8,Manneville-ès-Plains,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.8582,0.75096,,,,,,,,,,
1024154,Fresnoy-le-Grand,Wind,13.8,Fresnoy-le-Grand,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.9537,3.41964,,,,,,,,,,
1024159,Herlincourt,Wind,13.8,Herlincourt,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.3444,2.29166,,,,,,,,,,
1024160,Huclier,Wind,13.8,Huclier,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.4363,2.35466,,,,,,,,,,
1024164,Le Bourg-d'Hem,Hydro,13.7,Le Bourg-d'Hem,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.3006,1.84042,,,,,,,,,,
1024165,Castelnau-d'Estrétefonds,Solar,13.60385,Castelnau-d'Estrétefonds,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.7942,1.36215,,,,,,,,,,
1024166,Toulouse,Solar,13.59581,Toulouse,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.596,1.4323,,,,,,,,,,
1024167,Kourou,Solar,13.58552,Kourou,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,4.93344,-52.7663,,,,,,,,,,
1024168,Preuseville,Wind,13.5,Preuseville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.8803,1.50521,,,,,,,,,,
1024169,Saint-Ouen,Biomass,13.4,Saint-Ouen,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.9097,2.3332,,,,,,,,,,
1024170,Petit-Canal,Solar,13.39734,Petit-Canal,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,16.3899,-61.4498,,,,,,,,,,
1024171,Pontcharra,Hydro,13.335,Pontcharra,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.4199,6.02093,,,,,,,,,,
1024172,Castillon-en-Couserans,Hydro,13.29,Castillon-en-Couserans,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.9166,1.05522,,,,,,,,,,
1024174,Repaix,Wind,13.2,Repaix,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6125,6.83083,,,,,,,,,,
1024173,Igney,Wind,13.2,Igney,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6327,6.81958,,,,,,,,,,
1024175,Foulcrey,Wind,13.2,Foulcrey,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6398,6.86773,,,,,,,,,,
1024176,Narbonne,Solar,13.18965,Narbonne,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.1651,3.02005,,,,,,,,,,
1024177,Treilles,Wind,13,Treilles,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.9178,2.94365,,,,,,,,,,
1024178,Nice,Biomass,12.992,Nice,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.7123,7.2375,,,,,,,,,,
1024179,Valensole,Solar,12.84783,Valensole,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.8382,5.94248,,,,,,,,,,
1024181,Bujaleuf,Hydro,12.8,Bujaleuf,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.7924,1.63118,,,,,,,,,,
1024180,Fiefs,Wind,12.8,Fiefs,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.4997,2.32101,,,,,,,,,,
1024182,Le Bernard,Wind,12.65,Le Bernard,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.448,-1.44013,,,,,,,,,,
1024184,Avignonet-Lauragais,Wind,12.6,Avignonet-Lauragais,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.3771,1.77289,,,,,,,,,,
1024183,Montloué,Wind,12.6,Montloué,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.6675,4.0627,,,,,,,,,,
1024185,Jussac,Solar,12.54012,Jussac,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.9952,2.41799,,,,,,,,,,
1024186,Chervey,Wind,12.5,Chervey,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1346,4.48994,,,,,,,,,,
1024187,Éguilly-sous-Bois,Wind,12.5,Éguilly-sous-Bois,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1391,4.53797,,,,,,,,,,
1024188,Barbaste,Solar,12.42661,Barbaste,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.1588,0.24472,,,,,,,,,,
1024189,Calmont,Solar,12.40834,Calmont,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.2844,1.62654,,,,,,,,,,
1024190,Bessède-de-Sault,Hydro,12.4,Bessède-de-Sault,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.7854,2.13721,,,,,,,,,,
1024191,Grand-Fougeray,Wind,12.4,Grand-Fougeray,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.7339,-1.72786,,,,,,,,,,
1024192,Longeville-sur-Mer,Wind,12.35,Longeville-sur-Mer,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.4091,-1.47719,,,,,,,,,,
1024193,Clamecy,Wind,12.336,Clamecy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.4613,3.51097,,,,,,,,,,
1024199,Saint-Maurice-de-Lignon,Hydro,12.3,Saint-Maurice-de-Lignon,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.2201,4.13476,,,,,,,,,,
1024206,Coulonges-Thouarsais,Wind,12.3,Coulonges-Thouarsais,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.9234,-0.33293,,,,,,,,,,
1024205,La Chapelle-Gaudin,Wind,12.3,La Chapelle-Gaudin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.9248,-0.38594,,,,,,,,,,
1024197,Fontaine-Mâcon,Wind,12.3,Fontaine-Mâcon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.4581,3.50729,,,,,,,,,,
1024195,Droupt-Saint-Basle,Wind,12.3,Droupt-Saint-Basle,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.4802,3.95709,,,,,,,,,,
1024196,Droupt-Sainte-Marie,Wind,12.3,Droupt-Sainte-Marie,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.5017,3.93864,,,,,,,,,,
1024201,Amanty,Wind,12.3,Amanty,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.5156,5.60502,,,,,,,,,,
1024198,Rhèges,Wind,12.3,Rhèges,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.5322,3.99466,,,,,,,,,,
1024203,Reffroy,Wind,12.3,Reffroy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6263,5.47084,,,,,,,,,,
1024202,Marson-sur-Barboure,Wind,12.3,Marson-sur-Barboure,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6353,5.44383,,,,,,,,,,
1024200,Les Essarts-le-Vicomte,Wind,12.3,Les Essarts-le-Vicomte,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6649,3.55335,,,,,,,,,,
1024194,Hautevesnes,Wind,12.3,Hautevesnes,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.109,3.23514,,,,,,,,,,
1024207,Pertain,Wind,12.3,Pertain,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.8059,2.86823,,,,,,,,,,
1024204,Remilly-Wirquin,Wind,12.3,Remilly-Wirquin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.67,2.17549,,,,,,,,,,
1024208,Figanières,Solar,12.26303,Figanières,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.5675,6.49821,,,,,,,,,,
1024210,Villeseneux,Wind,12.25,Villeseneux,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8443,4.14312,,,,,,,,,,
1024209,Trécon,Wind,12.25,Trécon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8666,4.08764,,,,,,,,,,
1024211,Torreilles,Solar,12.19826,Torreilles,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.7538,3.00844,,,,,,,,,,
1024212,Le Castellet,Solar,12.18681,Le Castellet,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.2275,5.76572,,,,,,,,,,
1024213,Largentière,Solar,12.18548,Largentière,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.5333,4.30141,,,,,,,,,,
1024214,La Limouzinière,Wind,12.15,La Limouzinière,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.9877,-1.64119,,,,,,,,,,
1024215,Saucats,Solar,12.14377,Saucats,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.6513,-0.63142,,,,,,,,,,
1024216,Marmanhac,Solar,12.13773,Marmanhac,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.0073,2.47834,,,,,,,,,,
1024217,Gennetines,Solar,12.12215,Gennetines,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.63,3.40503,,,,,,,,,,
1024218,Entraygues-sur-Truyère,Hydro,12.1,Entraygues-sur-Truyère,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.6548,2.57865,,,,,,,,,,
1024219,Cabasse,Solar,12.0952,Cabasse,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.427,6.23235,,,,,,,,,,
1024220,Diou,Solar,12.05204,Diou,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.5226,3.73611,,,,,,,,,,
1024221,Saint-Marcel-sur-Aude,Solar,12.04732,Saint-Marcel-sur-Aude,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.2518,2.92422,,,,,,,,,,
1024222,Estézargues,Solar,12.03533,Estézargues,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.9543,4.63626,,,,,,,,,,
1024223,Louvilliers-lès-Perche,Solar,12.00559,Louvilliers-lès-Perche,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6166,1.06655,,,,,,,,,,
1024236,Cuxac-Cabardès,Wind,12,Cuxac-Cabardès,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.3905,2.27901,,,,,,,,,,
1024353,Sauveterre,Wind,12,Sauveterre,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.4532,2.55987,,,,,,,,,,
1024352,Lamontélarié,Wind,12,Lamontélarié,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.6205,2.60838,,,,,,,,,,
1024351,Cuq,Wind,12,Cuq,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.6531,2.08653,,,,,,,,,,
1024266,Morcenx,Biomass,12,Morcenx,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.0411,-0.88842,,,,,,,,,,
1024238,Lestrade-et-Thouels,Wind,12,Lestrade-et-Thouels,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.0542,2.64836,,,,,,,,,,
1024237,Ayssènes,Wind,12,Ayssènes,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.0922,2.76606,,,,,,,,,,
1024239,Pont-de-Salars,Wind,12,Pont-de-Salars,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.2779,2.7097,,,,,,,,,,
1024240,Ségur,Wind,12,Ségur,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.2911,2.84429,,,,,,,,,,
1024259,Pierrelatte,Biomass,12,Pierrelatte,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.3609,4.68719,,,,,,,,,,
1024277,Chastel-Nouvel,Wind,12,Chastel-Nouvel,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.5707,3.49251,,,,,,,,,,
1024267,Freycenet-la-Tour,Wind,12,Freycenet-la-Tour,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.9355,4.07068,,,,,,,,,,
1024245,Rézentières,Wind,12,Rézentières,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.1344,3.10568,,,,,,,,,,
1024258,Beausemblant,Wind,12,Beausemblant,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.2123,4.84,,,,,,,,,,
1024326,Saint-Gervais-les-Bains,Hydro,12,Saint-Gervais-les-Bains,Hydro,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.857,6.74101,,,,,,,,,,
1024250,Mazeray,Wind,12,Mazeray,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.9164,-0.56038,,,,,,,,,,
1024247,Saint-Fraigne,Wind,12,Saint-Fraigne,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.9569,-0.01481,,,,,,,,,,
1024248,La Benâte,Wind,12,La Benâte,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.0075,-0.55762,,,,,,,,,,
1024246,La Faye,Wind,12,La Faye,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.0194,0.15931,,,,,,,,,,
1024251,Saint-Mandé-sur-Brédoire,Wind,12,Saint-Mandé-sur-Brédoire,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.0371,-0.2779,,,,,,,,,,
1024249,Bernay-Saint-Martin,Wind,12,Bernay-Saint-Martin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.0663,-0.62588,,,,,,,,,,
1024356,Saint-Macoux,Wind,12,Saint-Macoux,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.1184,0.22632,,,,,,,,,,
1024334,Gournay-Loizé,Wind,12,Gournay-Loizé,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.1497,-0.04874,,,,,,,,,,
1024257,Chambonchard,Wind,12,Chambonchard,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.161,2.54107,,,,,,,,,,
1024335,Paizay-le-Tort,Wind,12,Paizay-le-Tort,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.1674,-0.1716,,,,,,,,,,
1024337,Saint-Martin-lès-Melle,Wind,12,Saint-Martin-lès-Melle,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.2261,-0.1684,,,,,,,,,,
1024336,Pamproux,Wind,12,Pamproux,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.4117,-0.04304,,,,,,,,,,
1024354,Beaufou,Wind,12,Beaufou,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.8189,-1.52465,,,,,,,,,,
1024355,La Garnache,Wind,12,La Garnache,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.8974,-1.8251,,,,,,,,,,
1024265,Saint-Genou,Wind,12,Saint-Genou,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.9111,1.35107,,,,,,,,,,
1024268,Bourgneuf-en-Retz,Wind,12,Bourgneuf-en-Retz,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.0379,-1.92607,,,,,,,,,,
1024252,Quincy,Wind,12,Quincy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.1302,2.15595,,,,,,,,,,
1024270,Chauvé,Wind,12,Chauvé,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.1586,-2.01182,,,,,,,,,,
1024253,Arconcey,Wind,12,Arconcey,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.216,4.46143,,,,,,,,,,
1024278,Valanjou,Wind,12,Valanjou,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.2181,-0.60629,,,,,,,,,,
1024255,Vieilmoulin,Wind,12,Vieilmoulin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.3141,4.67236,,,,,,,,,,
1024254,Saint-Martin-du-Mont,Wind,12,Saint-Martin-du-Mont,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.4152,4.81216,,,,,,,,,,
1024269,Campbon,Wind,12,Campbon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.416,-1.96704,,,,,,,,,,
1024271,Saint-Vincent-des-Landes,Wind,12,Saint-Vincent-des-Landes,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.6556,-1.50483,,,,,,,,,,
1024288,Vesvres-sous-Chalancey,Wind,12,Vesvres-sous-Chalancey,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.6958,5.17102,,,,,,,,,,
1024300,Les Fougerêts,Wind,12,Les Fougerêts,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.748,-2.19754,,,,,,,,,,
1024282,Baissey,Wind,12,Baissey,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.7486,5.24937,,,,,,,,,,
1024301,La Gacilly,Wind,12,La Gacilly,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.7729,-2.15617,,,,,,,,,,
1024286,Orcevaux,Wind,12,Orcevaux,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.7755,5.27029,,,,,,,,,,
1024357,Courgis,Wind,12,Courgis,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.777,3.74412,,,,,,,,,,
1024358,Venoy,Wind,12,Venoy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.8052,3.65439,,,,,,,,,,
1024299,Cruguel,Wind,12,Cruguel,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.8779,-2.5908,,,,,,,,,,
1024274,Orléans,Biomass,12,Orléans,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.8825,1.91661,,,,,,,,,,
1024303,Saint-Servant,Wind,12,Saint-Servant,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.899,-2.51221,,,,,,,,,,
1024298,Campénéac,Wind,12,Campénéac,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.9624,-2.27779,,,,,,,,,,
1024263,Plélan-le-Grand,Wind,12,Plélan-le-Grand,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.9966,-2.07973,,,,,,,,,,
1024285,Is-en-Bassigny,Wind,12,Is-en-Bassigny,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.0345,5.44705,,,,,,,,,,
1024275,Patay,Wind,12,Patay,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.0509,1.6938,,,,,,,,,,
1024302,Mohon,Wind,12,Mohon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.0634,-2.49452,,,,,,,,,,
1024283,Biesles,Wind,12,Biesles,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1029,5.28617,,,,,,,,,,
1024256,Saint-Barnabé,Wind,12,Saint-Barnabé,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1385,-2.70181,,,,,,,,,,
1024273,Jouy-en-Pithiverais,Wind,12,Jouy-en-Pithiverais,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1498,2.13073,,,,,,,,,,
1024272,Bazoches-les-Gallerandes,Wind,12,Bazoches-les-Gallerandes,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1625,2.05138,,,,,,,,,,
